,0_ model_1,0_ model_2,1_ model_1,1_ model_2,10_ model_1,10_ model_2,11_ model_1,11_ model_2,12_ model_1,12_ model_2,13_ model_1,13_ model_2,14_ model_1,14_ model_2,15_ model_1,15_ model_2,16_ model_1,16_ model_2,17_ model_1,17_ model_2,18_ model_1,18_ model_2,19_ model_1,19_ model_2,2_ model_1,2_ model_2,20_ model_1,20_ model_2,21_ model_1,21_ model_2,22_ model_1,22_ model_2,23_ model_1,23_ model_2,24_ model_1,24_ model_2,25_ model_1,25_ model_2,26_ model_1,26_ model_2,27_ model_1,27_ model_2,28_ model_1,28_ model_2,29_ model_1,29_ model_2,3_ model_1,3_ model_2,30_ model_1,30_ model_2,31_ model_1,31_ model_2,32_ model_1,32_ model_2,33_ model_1,33_ model_2,34_ model_1,34_ model_2,35_ model_1,35_ model_2,36_ model_1,36_ model_2,37_ model_1,37_ model_2,38_ model_1,38_ model_2,39_ model_1,39_ model_2,4_ model_1,4_ model_2,40_ model_1,40_ model_2,41_ model_1,41_ model_2,42_ model_1,42_ model_2,43_ model_1,43_ model_2,44_ model_1,44_ model_2,45_ model_1,45_ model_2,46_ model_1,46_ model_2,47_ model_1,47_ model_2,48_ model_1,48_ model_2,49_ model_1,49_ model_2,5_ model_1,5_ model_2,50_ model_1,50_ model_2,51_ model_1,51_ model_2,52_ model_1,52_ model_2,53_ model_1,53_ model_2,54_ model_1,54_ model_2,55_ model_1,55_ model_2,56_ model_1,56_ model_2,57_ model_1,57_ model_2,58_ model_1,58_ model_2,59_ model_1,59_ model_2,6_ model_1,6_ model_2,60_ model_1,60_ model_2,61_ model_1,61_ model_2,62_ model_1,62_ model_2,63_ model_1,63_ model_2,64_ model_1,64_ model_2,65_ model_1,65_ model_2,66_ model_1,66_ model_2,67_ model_1,67_ model_2,68_ model_1,68_ model_2,69_ model_1,69_ model_2,7_ model_1,7_ model_2,70_ model_1,70_ model_2,71_ model_1,71_ model_2,72_ model_1,72_ model_2,73_ model_1,73_ model_2,74_ model_1,74_ model_2,75_ model_1,75_ model_2,76_ model_1,76_ model_2,77_ model_1,77_ model_2,78_ model_1,78_ model_2,79_ model_1,79_ model_2,8_ model_1,8_ model_2,80_ model_1,80_ model_2,81_ model_1,81_ model_2,82_ model_1,82_ model_2,83_ model_1,83_ model_2,84_ model_1,84_ model_2,85_ model_1,85_ model_2,86_ model_1,86_ model_2,87_ model_1,87_ model_2,88_ model_1,88_ model_2,89_ model_1,89_ model_2,9_ model_1,9_ model_2,90_ model_1,90_ model_2,91_ model_1,91_ model_2,92_ model_1,92_ model_2,93_ model_1,93_ model_2,94_ model_1,94_ model_2,95_ model_1,95_ model_2,96_ model_1,96_ model_2,97_ model_1,97_ model_2,98_ model_1,98_ model_2,99_ model_1,99_ model_2
0,1.272395064316544,0.0,1.612199438245673,0.0,1.6309859991073608,0.0,2.028407034873962,0.0,1.7206182022889458,0.0,1.5011532158791263,0.0,1.7710869312286377,0.0,1.7047703504562377,0.0,1.967293643951416,0.0,1.7066431494320142,0.0,2.0384839534759522,0.0,1.293326503322238,0.0,1.5893071751440726,0.0,1.8861715617932773,0.0,1.617315353666033,0.0,1.5550048828125,0.0,1.4536726474761963,0.0,1.5257591485977173,0.0,1.5826125296862317,0.0,1.6546622423025277,0.0,1.9348637580871582,0.0,1.615177072248151,0.0,1.6868740797042847,0.0,1.5297150135040283,0.0,1.7112167596817016,0.0,1.3276506934847148,0.0,1.6151257753372192,0.0,1.9748234033584595,0.0,1.525019359588623,0.0,1.800329325749324,0.0,1.810508131980896,0.0,1.1425337255256882,0.0,1.1226342962933826,0.0,1.8611081123352051,0.0,1.5314841747283936,0.0,1.4023084449045586,0.0,1.5288219026617103,0.0,1.8749854943691155,0.0,2.0008040593220633,0.0,1.643583393096924,0.0,1.3458231123288473,0.0,1.951877474784851,0.0,1.6588889360427856,0.0,1.5493777513504028,0.0,1.5355015754699708,0.0,1.217208472718584,0.0,1.604861912321537,0.0,1.5942149877548217,0.0,2.028006102925255,0.0,1.5991715431213378,0.0,1.8456873893737793,0.0,1.0660956771531587,0.0,1.7352163791656494,0.0,1.6763510227203369,0.0,1.4538916945457458,0.0,2.0969017505645753,0.0,1.2633142232894898,0.0,1.3367881059646607,0.0,2.016719730083759,0.0,1.4237798608839511,0.0,1.587137324062746,0.0,1.689276885986328,0.0,1.8436236461003621,0.0,1.6769090219780254,0.0,2.0656265038710373,0.0,1.3711079247792564,0.0,1.6504976749420166,0.0,1.6461863795479577,0.0,2.0588613033294676,0.0,1.5611319859822592,0.0,1.339670443534851,0.0,1.8151195287704467,0.0,1.6728933146125393,0.0,1.2594528680894435,0.0,1.40959943991441,0.0,1.435682439804077,0.0,1.9344431400299071,0.0,1.5068721532821656,0.0,2.06338152885437,0.0,1.1231451511383057,0.0,1.953678584098816,0.0,2.1124908227186934,0.0,1.377496597378753,0.0,1.5047204196453094,0.0,1.2739235304674859,0.0,1.6151231977674698,0.0,1.8584850072860717,0.0,1.5786622047424317,0.0,1.7528948783874512,0.0,1.343663419979086,0.0,2.016017052531242,0.0,1.622313904762268,0.0,1.3936823003548233,0.0,1.7206309882077302,0.0,1.7181174612654666,0.0,1.4898602194256254,0.0,1.8861001925034955,0.0,1.0808434041341146,0.0,1.8639935493469237,0.0,1.411979465100957,0.0
1,0.0,2.5804078036663585,0.0,2.414343452453614,0.0,2.2586223602294924,0.0,2.4027106857299803,0.0,2.0978323340415956,0.0,2.0093337451355366,0.0,2.297298526763916,0.0,2.429190969467163,0.0,2.3939257621765138,0.0,1.9339374345891618,0.0,2.027005434036255,0.0,2.3851398581550236,0.0,2.186695994869355,0.0,2.339409017562866,0.0,1.9294682809284758,0.0,2.242839002609253,0.0,2.2187716960906982,0.0,1.9715580224990845,0.0,2.0671703432179704,0.0,2.1091263440939096,0.0,2.3232734775543213,0.0,2.2631340649820144,0.0,2.047967720031738,0.0,2.176662731170654,0.0,2.132852649688721,0.0,2.233497957956223,0.0,2.437534284591675,0.0,2.520176410675049,0.0,2.5039635181427,0.0,2.218721862939688,0.0,2.3831990242004393,0.0,2.1662033197705837,0.0,2.068177537794237,0.0,2.2772315311431885,0.0,2.3202688217163088,0.0,2.09125374880704,0.0,2.1677221504417625,0.0,2.4812736804668716,0.0,2.051147787387555,0.0,2.2640820026397703,0.0,1.9853187870979307,0.0,2.3728161334991453,0.0,2.5104852676391602,0.0,2.044762949338035,0.0,2.335035705566406,0.0,1.9589910076019614,0.0,2.3100261150522434,0.0,2.478445863723755,0.0,2.210141136532738,0.0,2.8523637294769286,0.0,2.1898284912109376,0.0,2.2539929080923264,0.0,2.1580846309661865,0.0,2.4461472034454346,0.0,2.0955277647290913,0.0,1.9748747587203979,0.0,2.386833429336548,0.0,1.9514167785644532,0.0,2.5975188622107876,0.0,2.0635836735367774,0.0,2.021321349357491,0.0,1.9885943174362182,0.0,2.363420542081197,0.0,2.2624819331698953,0.0,2.197304058074951,0.0,2.270014139811198,0.0,2.307945489883423,0.0,2.1828481197357177,0.0,2.5766677856445312,0.0,1.9059532721837364,0.0,2.164960479736328,0.0,2.0530070781707765,0.0,2.5648304663206405,0.0,2.2113158481877027,0.0,2.1945204496383672,0.0,2.146427869796753,0.0,2.143200635910034,0.0,2.159143829345703,0.0,2.035508394241333,0.0,2.3116270542144775,0.0,2.377592992782593,0.0,2.281409876163189,0.0,2.333905415202296,0.0,2.05574911236763,0.0,2.0514912875021922,0.0,2.442439142862956,0.0,2.15454306602478,0.0,2.3498373508453367,0.0,2.5574461460113525,0.0,2.0561205659255792,0.0,2.3325716455777488,0.0,2.172486591339111,0.0,2.291301809657704,0.0,2.3898962324315853,0.0,1.8100348716345838,0.0,2.391384829415215,0.0,2.0503084594553167,0.0,1.926339537302653,0.0,2.3874039173126222,0.0,1.9400034200186016
2,0.0,2.5805804168476776,0.0,2.4145106993223493,0.0,0.0,2.016188859939575,0.0,0.0,0.0,0.0,0.0,1.684607982635498,0.0,0.0,2.418791913986206,1.7473568677902223,0.0,0.0,0.0,1.9516310930252074,0.0,0.0,2.382924831481207,0.0,0.0,1.7049184598420797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.764820785522461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4226536750793457,0.0,2.4755999565124513,0.0,2.5019060134887696,1.647636868403508,0.0,0.0,2.3885169506072996,0.0,0.0,0.0,0.0,1.8377692890167237,0.0,0.0,2.263301420211792,0.0,0.0,0.0,0.0,0.0,2.4819126092470607,1.7675373499210063,0.0,0.0,0.0,0.0,0.0,1.6858064651489257,0.0,0.0,2.5133055210113526,0.0,0.0,0.0,2.334067535400391,0.0,0.0,0.0,0.0,0.0,2.487052488327026,2.022386229605902,0.0,0.0,2.858589696884155,1.8275949478149414,0.0,0.0,0.0,1.7498689651489259,0.0,0.0,2.4469046592712402,0.0,0.0,1.5569119453430176,0.0,0.0,2.3511656761169433,0.0,0.0,0.0,2.5767019125131463,0.0,0.0,0.0,0.0,0.0,0.0,2.0320871671040854,0.0,0.0,0.0,1.9198415957964385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5236412048339845,0.0,0.0,0.0,0.0,1.824232268333435,0.0,0.0,2.532979596288581,0.0,0.0,0.0,0.0,0.0,0.0,1.8124615907669068,0.0,0.0,0.0,2.051246166229248,0.0,0.0,0.0,1.8033783912658692,0.0,2.0990990565373346,0.0,0.0,2.3223993767139524,0.0,0.0,0.0,0.0,0.0,2.3575481520758736,1.5895708799362183,0.0,0.0,2.3455241203308104,0.0,2.561507511138916,0.0,0.0,1.8299528966347378,0.0,0.0,0.0,0.0,0.0,0.0,2.290881447358565,0.0,0.0,0.0,2.3703919463687475,1.7934501539577137,0.0,0.0,0.0,1.656048798561096,0.0,0.0,0.0
3,0.0,0.0,1.5708265706112512,0.0,0.0,2.2181130409240724,0.0,2.4022052669525147,1.556284693876902,0.0,0.0,0.0,0.0,2.301305961608887,1.6997818231582642,0.0,0.0,2.382125186920166,1.704784882769865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.281163639771311,1.5595164162772044,0.0,0.0,2.194107484817505,0.0,2.1786909103393555,0.0,0.0,0.0,0.0,1.5084124675163855,0.0,0.0,2.3205856323242187,0.0,2.2227629346232263,1.6925341606140136,0.0,0.0,0.0,1.4676323890686036,0.0,0.0,2.2214427902584983,1.365326476097107,0.0,1.8790211915969848,0.0,0.0,0.0,0.0,2.22562979551462,1.8029003620147706,0.0,0.0,0.0,0.0,0.0,0.0,2.170913743972778,0.0,0.0,0.0,0.0,0.0,0.0,1.86464737317501,0.0,0.0,0.0,0.0,2.2648980140686037,0.0,0.0,0.0,2.3714733600616453,1.6704433917999268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306505396011028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2329506084894057,0.0,0.0,1.663697099685669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8148736531917868,0.0,0.0,0.0,0.0,0.0,1.5806561946868896,0.0,0.0,2.289272276560465,1.7087295523396246,0.0,0.0,0.0,0.0,2.2510694694519042,0.0,2.309496784210205,1.546921582012386,0.0,2.0157111167907713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4092026986573871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3067602634429933,0.0,2.292967939376831,0.0,2.2739581218132607,0.0,0.0,0.0,0.0,0.0,0.0,1.5663758065965443,0.0,0.0,0.0,0.0,0.0,1.3754823684692383,0.0,0.0,0.0,0.0,2.319721768299739,1.6167351484298706,0.0,0.0,2.247362543137606,1.7085010983727194,0.0,1.4656548346193454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387533664703369,0.0,0.0
4,0.0,0.0,0.0,0.0,1.34373996257782,0.0,0.0,0.0,0.0,2.0509579976399737,1.4478161244452754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184563616783388,0.0,0.0,0.0,0.0,1.5446266412734986,0.0,1.4542184829711915,0.0,1.5265549659729003,0.0,1.4280443896724202,0.0,0.0,2.0236248383155235,0.0,0.0,1.4972889015751503,0.0,0.0,0.0,0.0,2.209560823440552,0.0,2.0967387199401855,0.0,0.0,0.0,0.0,0.0,0.0,1.3757957458496093,0.0,0.0,0.0,0.0,0.0,0.0,2.158728356627436,0.0,2.071877150721364,0.0,0.0,1.5392908573150634,0.0,0.0,2.0669620297171853,0.0,2.087708051784618,0.0,0.0,0.0,0.0,1.1761798620224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344344517162868,0.0,1.4918415069580078,0.0,0.0,0.0,1.3035473864129248,0.0,1.4608107328414917,0.0,0.0,2.20820635613941,1.6045612812042236,0.0,0.0,2.174150514602661,0.0,0.0,0.0,2.1647187232971192,0.0,0.0,1.2994944844927105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.406890507042408,0.0,1.5756869248489835,0.0,0.0,0.0,0.0,0.0,0.0,2.205844626603303,0.0,2.209016862282386,0.0,0.0,1.8052438259124757,0.0,0.0,2.1647087369646347,0.0,0.0,1.566062831878662,0.0,0.0,2.1019434928894043,0.0,1.9881893157958985,0.0,0.0,0.0,2.1843280722455285,0.0,2.1856889467972977,0.0,2.1412914276123045,0.0,2.040453052520752,0.0,2.14867959022522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4928618550300599,0.0,0.0,0.0,0.0,0.0,0.0,2.098231315612793,1.6098728895187377,0.0,0.0,0.0,0.0,2.040219106567705,0.0,0.0,0.0,2.124565267562866,1.2574072232916333,0.0,0.0,0.0,0.0,0.0,1.4278608136706883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4066731359766815,0.0
5,1.2723771445891434,0.0,0.0,0.0,0.0,0.0,1.9931489944458007,0.0,0.0,0.0,0.0,1.9712431165236464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9075297196706136,0.0,1.9898236513137817,1.0381041532471067,0.0,1.3485038541978405,0.0,0.0,0.0,0.0,1.9439416783196584,0.0,0.0,0.0,0.0,0.0,1.9840509653091432,0.0,2.0427282281062773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.035147714614868,1.5298650026321412,0.0,0.0,0.0,1.3266181173778715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.145657265646775,0.0,1.1081435686582093,0.0,0.0,0.0,0.0,0.0,1.3891716075666023,0.0,1.1892216804865243,0.0,0.0,0.0,0.0,2.007840079527635,0.0,0.0,1.298951969544093,0.0,0.0,0.0,0.0,0.0,0.0,2.0079525940001957,0.0,0.0,0.0,1.9223312748239394,0.0,0.0,0.0,0.0,2.0056865374247232,0.0,0.0,2.8566052436828615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.093511586529868,0.0,1.961001181602478,1.2026050090789795,0.0,1.337371277809143,0.0,0.0,2.5628840959989105,0.0,2.0681086137890814,0.0,2.0078911998378697,0.0,1.9771341323852538,0.0,0.0,0.0,0.0,1.7300704901035016,0.0,1.315091268221537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9029493014017738,1.345067524909973,0.0,0.0,0.0,0.0,0.0,1.10148095503086,0.0,1.4007561023418722,0.0,1.4227176427841186,0.0,0.0,0.0,1.443369722366333,0.0,0.0,1.9583894252777099,1.2755993366241456,0.0,0.0,0.0,2.0646073231330284,0.0,1.3732685931893283,0.0,0.0,1.9989487081766129,0.0,2.012411199181767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.270176051331513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8200162542513767,0.0,0.0,0.0,2.0448739918795495,0.0,1.9015743271509806,0.0,0.0,0.0,1.9305994444879992
6,0.0,2.5731160313475363,0.0,2.3985968414105865,0.0,0.0,0.0,2.3958426284790035,0.0,0.0,0.0,0.0,1.5949321031570434,0.0,0.0,2.393391418457031,1.4120757818222045,0.0,0.0,0.0,1.8249346494674683,0.0,0.0,2.3721873385565617,0.0,0.0,1.5426581207074617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6110915040969847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387646436691284,0.0,2.393720245361328,0.0,2.497729253768921,1.522451529136071,0.0,0.0,2.4019956588745117,0.0,0.0,0.0,0.0,1.8199352931976318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4839007035279885,1.4962522983551025,0.0,0.0,0.0,0.0,1.9486635891596475,1.4070383310317993,0.0,0.0,2.5281960010528564,0.0,0.0,0.0,2.3271067142486572,1.0849106646598652,0.0,0.0,0.0,0.0,2.4467862606048585,0.0,0.0,0.0,2.870661401748657,1.801893377304077,0.0,0.9872345775677352,0.0,1.7083054304122924,0.0,0.0,2.447217559814453,0.0,0.0,1.2676782131195068,0.0,0.0,2.292481279373169,0.0,1.8992103815078736,1.7069317029072688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.203826093673706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4414113044738768,0.0,0.0,0.0,0.0,1.9043399095535278,0.0,0.0,2.484519782819246,0.0,0.0,0.0,0.0,0.0,0.0,1.6349936962127685,0.0,0.0,0.0,2.032182788848877,0.0,0.0,0.0,1.4397070407867432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1210415801759495,0.0,0.0,2.2179843054877386,0.0,0.0,0.0,2.3386801719665526,0.0,2.562110090255737,0.0,0.0,1.4664036194483439,0.0,0.0,0.0,0.0,0.0,0.0,2.161279782381925,0.0,0.0,0.0,2.3199982272254096,1.7093049807982008,0.0,1.0087510039409002,0.0,1.4564282894134521,0.0,0.0,0.0
7,0.0,0.0,1.5089989122591523,0.0,0.0,2.062336826324463,1.9824340963363647,0.0,1.3791926721731822,0.0,0.0,0.0,0.0,2.3515130043029786,1.6921033143997193,0.0,0.0,2.348115873336792,1.6900466989068423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1109815396760636,1.4834637641906738,0.0,0.0,2.0632206439971923,0.0,2.042188262939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3090706062316895,0.0,2.1292606984415365,1.6798836231231689,0.0,0.0,0.0,0.0,0.0,0.0,2.1615421953655423,0.0,0.0,1.704011654853821,0.0,0.0,0.0,0.0,2.2340545837695784,1.780197262763977,0.0,0.0,0.0,0.0,0.0,0.0,2.0083063220977784,0.0,2.0303939819335937,0.0,0.0,0.0,0.0,1.834505427800692,0.0,0.0,0.0,0.0,2.263840341567993,0.0,0.0,0.0,2.373445749282837,1.6811083793640136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302436100168431,0.0,0.0,2.0037045308521817,0.0,0.0,2.863643026351929,0.0,0.0,0.0,2.13256242242009,0.0,0.0,1.646880030632019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4630743265151978,0.0,0.0,2.146446784337362,1.771773832815665,0.0,0.0,0.0,0.0,2.212396459579468,1.8675630569458008,0.0,1.453040761738033,0.0,1.9545660257339477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.019627332687378,0.0,0.0,2.3048146247863768,0.0,2.13126802444458,2.0627129041231593,0.0,0.0,2.2955247834671377,0.0,0.0,0.0,0.0,1.501002992524041,0.0,1.3436297655105591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2884149134159086,1.6086685419082642,0.0,0.0,2.099085934103028,1.6825307044115931,0.0,1.2877339320441787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3886016845703124,0.0,0.0
8,0.0,2.5763406033609426,0.0,0.0,1.252060556411743,0.0,0.0,0.0,0.0,0.0,1.4300680121289024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7892846822738648,0.0,0.0,0.0,0.0,2.178149131805666,0.0,0.0,0.0,0.0,1.538992714881897,0.0,1.453900694847107,0.0,1.5300804376602173,0.0,1.3074546067523554,0.0,1.33767401438493,0.0,0.0,0.0,1.4302579956669963,0.0,0.0,0.0,0.0,2.2814717292785645,1.2156488418579101,0.0,0.0,0.0,1.0598087310791016,0.0,0.0,0.0,0.0,2.49290075302124,0.0,0.0,0.0,0.0,0.0,2.1350252442093876,0.0,0.0,0.0,0.0,1.5430182933807373,0.0,0.0,0.0,0.0,1.984280185441713,0.0,2.48421402099805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5130202770233154,0.0,0.0,1.4448617219924926,0.0,0.0,0.0,0.0,0.0,1.393102192878723,0.0,0.0,2.206518774940854,1.5785877466201783,0.0,0.0,2.146244764328003,0.0,0.0,0.0,2.1599915504455565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4537590393653286,0.0,0.0,1.568913678268888,0.0,0.0,0.0,2.1429183721542353,0.0,0.0,2.105532321223506,0.0,2.1971340656280516,0.0,0.0,0.0,2.309716987609863,0.0,2.1299466012598396,1.9491478681564331,0.0,1.5702211380004882,0.0,0.0,2.107879972457886,1.8557010889053345,0.0,1.2671362789053666,0.0,0.0,2.1381935422013445,0.0,2.1621292719474203,0.0,2.1225348472595216,0.0,1.9001608848571778,0.0,2.1197725772857665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.203161991559542,0.0,0.0,1.490819662809372,0.0,0.0,0.0,0.0,0.0,0.0,2.033277416229248,1.6783268690109252,0.0,1.060943078994751,0.0,0.0,0.0,0.0,0.0,0.0,2.0573885440826416,0.0,0.0,0.0,0.0,0.0,0.0,1.3917618327670627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,2.460934124494854,0.0,0.0,0.0,0.0,0.0,1.952545062700907,0.0,0.0,0.0,0.0,0.0,2.344657230377197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372003429276602,1.301719300208553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0228075806098653,0.0,1.935802696301387,1.4822361183166504,0.0,0.0,0.0,0.0,2.058597755432129,1.5275577306747437,0.0,0.0,2.0163073539733887,0.0,0.0,0.0,2.3692206382751464,0.0,2.3642743587493897,1.2998893499374389,0.0,0.0,0.0,0.0,2.4034965515136717,0.0,0.0,0.0,2.054601151602609,1.7795075607299808,0.0,0.0,0.0,0.0,1.9892741427277074,0.0,0.0,1.8155633137776301,0.0,0.0,1.9894130174930278,1.0937173128128053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2970044718848335,0.0,0.0,0.0,0.0,0.0,1.2396047206635172,0.0,0.0,2.5093312740325926,1.9902540910811652,0.0,0.0,2.861895513534546,1.804871916770935,0.0,0.0,0.0,0.0,0.0,0.0,2.4460256099700928,0.0,2.102206936904362,0.0,0.0,0.0,0.0,0.0,0.0,1.5568789188678447,0.0,1.390515673160553,0.0,0.0,0.0,0.0,0.0,2.2066937287648516,0.0,0.0,0.0,1.5520359314405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3151570320129395,0.0,0.0,0.0,0.0,0.0,1.9367687940597533,0.0,2.3798125216835424,0.0,0.0,1.4018763743914093,0.0,1.39354088306427,0.0,1.5134223461151124,0.0,1.4203556299209594,0.0,2.0125125885009765,0.0,0.0,0.0,0.0,0.0,2.0190388055948114,0.0,1.3677517297656037,0.0,0.0,1.9334227114915847,0.0,1.9351773331731053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5762146949768066,0.0,2.003823778706212,0.0,0.0,0.0,0.0,1.150555527899876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6027485847473144,0.0,0.0,0.0,0.0,0.0,1.3712674335501658,0.0
